Gene,WT_L8_rep1,WT_L8_rep2,WT_L12_rep1,WT_L12_rep2,KO_L8_rep1,KO_L8_rep2,KO_L12_rep1,KO_L12_rep2
Gm10024,0,0,0,0,0,0,0,0
Tns3,1544,1627,1544,1642,1743,983,2408,1312
Mir184,0,0,0,0,0,0,0,0
Sfpq,4369,5283,3591,4033,7199,5807,8029,4998
Noxred1,13,6,6,7,11,15,21,18
Kprp,0,0,0,0,0,0,0,0
Adam32,2,0,3,3,2,2,0,0
Tnni1,58,291,151,542,66,181,207,729
Tnfaip6,2,1,2,1,21,9,15,11
Sox7,1464,810,1708,882,201,39,212,47
Bloc1s5,107,123,165,158,123,111,178,111
Rab38,49,87,24,24,55,103,44,52
Tpbg,151,166,90,82,409,306,451,302
9130221H12Rik,540,597,620,581,557,525,704,524
R3hdml,6,27,6,5,6,13,5,13
Lmf1,295,295,321,371,225,166,249,155
Rpl8,10967,13176,8685,9285,17834,10656,15928,6758
Hist1h1d,6,8,3,3,17,5,14,6
1700001J03Rik,1,1,2,0,1,0,1,2
Arid1b,781,1156,936,1302,1050,965,1535,963
Ndufaf6,87,106,67,94,186,124,146,93
Nckap5,38,63,80,183,16,9,61,26
Fam20b,860,961,1181,1363,778,703,988,715
Tmem104,471,634,632,672,261,120,310,127
Tfpt,146,165,142,157,186,91,194,75
4930571K23Rik,0,0,0,0,0,0,0,0
4930583P06Rik,0,0,0,0,0,0,0,0
Bpifa5,0,0,0,0,0,0,0,0
Ufsp2,426,292,563,381,169,105,196,142
Gpr125,852,938,547,563,1940,1728,2013,1401
C1d,396,440,376,428,629,319,609,317
Actn2,8,18,10,57,24,24,43,26
Pcdhgb8,836,1089,840,1072,1426,981,1643,1008
Ypel5,480,582,638,687,291,208,397,300
4930523O13Rik,0,0,0,0,0,0,0,0
Arl5b,568,684,525,627,807,832,977,755
Nespas,30,46,35,54,63,34,71,38
Dnajc13,2931,3225,2866,3103,2466,2196,2675,2111
Gbgt1,17,9,2,2,22,2,8,0
Siglecg,0,7,3,2,8,5,2,5
Btd,189,239,286,264,184,110,268,183
Muc5ac,1,0,4,4,0,0,0,0
Mga,2964,3220,2710,2761,3106,3173,3823,3459
Snora34,11,10,6,2,13,8,11,9
Nrxn1,18,7,21,9,55,32,102,43
Cyp21a1,2,0,0,0,0,0,1,0
Naa40,1187,1440,1108,1164,1687,859,1765,705
Ect2l,0,0,0,0,1,1,1,0
Mir6904,12,14,11,4,29,19,34,9
Nav3,8,20,12,29,20,13,61,43
Atm,1298,1454,1117,1096,1447,1364,1556,1099
Fem1a,547,544,600,523,620,401,704,292
Fam57a,127,174,94,140,83,152,119,152
Gm2516,0,0,0,0,0,0,0,0
Olfr150,0,0,0,0,0,0,0,0
Rsbn1,508,606,399,468,674,680,979,761
Igf2,20943,64610,58129,108123,18051,24057,59609,80043
Fmn1,51,84,76,85,54,23,67,138
Txndc8,0,0,0,0,0,0,0,0
Mir20a,0,0,2,1,0,1,0,0
Ucp1,1,0,1,0,2,0,0,1
Cep44,166,198,142,143,220,232,253,186
Olfr553,0,0,0,0,0,0,0,0
B230319C09Rik,2,3,2,1,1,4,2,1
Mir6903,0,0,2,0,0,0,0,0
Capn8,0,0,2,0,0,0,1,0
Tas2r140,0,0,0,0,0,0,0,0
Stk16,406,569,436,478,707,462,693,407
Rragd,862,1303,771,1185,1418,1449,1361,1278
Snord2,14,7,7,7,13,19,17,10
Tubgcp6,702,792,733,657,862,574,1035,500
Gm4224,0,0,0,0,0,0,0,0
Phf7,132,104,136,93,131,58,134,68
H2afb1,0,0,0,0,1,0,0,0
Aff2,118,127,197,280,64,61,249,456
Rnf144a,174,284,142,220,422,440,781,430
Tle1,608,467,458,476,527,328,1047,387
Srrm3,4,11,4,2,30,29,64,19
Ccdc120,676,736,651,755,338,145,482,151
Mir6959,1,1,1,2,2,0,1,0
Gm4349,2,0,1,5,2,11,6,7
Agfg1,2135,2418,2033,2347,1454,1456,1703,1387
Fam219a,109,92,102,88,83,35,127,40
Far2,436,493,491,502,507,583,505,707
Naalad2,13,12,18,16,13,34,14,23
Gm4872,0,0,0,0,0,0,0,0
Cntnap3,3,0,1,0,5,5,4,2
Slc37a2,69,37,60,113,21,12,38,30
Tgif1,661,680,432,495,1531,1309,1115,888
Zmpste24,929,889,875,925,849,721,778,643
Cacnb1,50,41,25,25,93,67,136,85
Rpl4,20180,23697,17417,19138,25837,26975,25516,20619
Gm4216,0,0,0,0,0,0,0,0
Dmwd,829,962,833,921,1143,752,1392,627
1810008I18Rik,0,0,0,1,0,0,0,0
Eif4e,856,984,697,789,1464,1219,1329,1021
Wdr36,1119,1312,778,934,1785,1434,1544,1065
Smarcd2,642,696,609,593,745,666,903,622
Kctd4,0,1,1,0,1,1,4,2
Mir5615-2,0,0,0,0,0,0,0,0
Kdm7a,489,490,355,342,706,327,893,492
1300002E11Rik,88,88,85,83,62,29,91,32
Pgap2,328,328,301,323,422,209,468,244
Pstpip2,19,24,23,30,12,9,19,8
Pira2,0,0,0,0,0,0,0,1
Srgap2,1136,1276,1017,1072,1393,1553,1453,1297
Dennd6b,165,197,182,136,235,219,366,162
Add1,1617,2458,1903,2254,1731,1726,2687,2201
Tspan6,434,499,374,391,664,578,635,554
Slc6a20a,0,1,1,0,4,0,2,0
Dbndd1,56,68,51,62,46,47,86,53
Ccdc160,15,11,17,18,47,30,70,41
Rps23,26,23,14,28,50,22,39,15
Mir6387,0,0,0,0,0,0,0,0
Cks1brt,0,0,0,2,0,3,1,2
Bmp2k,333,402,411,482,312,222,279,187
Leng8,2101,2683,2475,2376,2050,1830,3797,2160
A530032D15Rik,0,0,0,0,0,0,0,0
Fxyd1,4,0,2,10,1,0,4,14
1700019G24Rik,0,0,0,0,0,0,0,0
Sesn3,805,795,1242,1463,509,413,908,617
B930018H19Rik,1,0,1,1,0,0,2,0
Tmem110,301,288,381,309,315,188,334,149
Prdx4,1114,1197,1245,1624,1068,732,1195,707
Dennd1c,69,76,63,81,46,21,63,28
Csde1,3074,3851,2991,3518,4420,3939,4926,3733
Mmp13,1,5,1,1,1,41,4,14
Tpbpa,23,34,52,44,4,0,13,0
Adcy9,155,175,278,289,58,35,108,78
Timm10,145,146,99,131,236,267,206,205
Mier3,385,511,476,553,653,684,768,634
Hnrnpd,2913,3551,2299,2609,5266,4529,5380,4339
Rhcg,1,1,0,1,3,4,6,6
Ggps1,246,325,236,332,366,299,414,370
Uba1y,4,2,7,3,3,17,5,27
Rorb,3,4,9,4,5,3,19,12
Mir23a,0,0,0,0,2,1,0,0
Hectd3,396,435,451,490,227,198,281,174
Ccdc173,20,25,22,24,23,10,34,21
Spc25,601,785,639,705,691,621,638,548
Mknk1,180,245,300,377,114,110,209,157
Spaca5,0,1,0,0,0,0,0,1
1700003D09Rik,1,1,0,0,2,2,1,2
Cpxcr1,0,0,0,0,0,0,0,0
Crebrf,656,837,656,840,433,263,455,340
Eif2b2,436,506,378,428,796,681,797,523
Zfyve27,482,607,551,630,411,174,474,169
Olfr1357,0,0,0,0,0,0,0,0
Pole3,256,295,275,287,356,251,435,251
4930474N05Rik,0,0,0,0,0,0,0,0
1700030F18Rik,0,0,0,0,0,0,0,0
Asns,1859,1960,1173,1453,2767,1505,2349,1038
Olfr1240,0,0,0,0,0,0,0,0
Plscr5,0,0,0,0,0,0,0,0
Padi6,0,0,0,0,0,0,1,0
Igf2bp3,2018,2616,1851,2359,2953,1652,2859,1445
Ddx51,501,551,388,408,764,655,764,493
5430427M07Rik,0,0,0,0,0,0,0,0
Kcnk9,0,1,0,1,0,3,2,8
Tpp1,4358,4517,6224,6334,1796,1359,1995,1621
Fzd6,328,331,301,311,311,284,387,379
Klhl3,3,16,10,15,8,2,10,9
Mthfsl,5,15,4,8,3,3,6,7
Wdr31,37,38,26,23,118,37,101,41
Ankhd1,1906,2040,1810,1805,1754,2217,2533,2076
Cox20,214,229,193,218,263,303,296,365
Nars2,143,172,136,151,180,142,186,110
Espnl,3,5,3,4,6,3,6,0
Gm8660,0,0,0,0,0,0,0,0
Sstr4,6,2,17,10,1,2,2,1
Lamp2,2150,2770,3249,3929,1171,1080,1803,2086
Mkln1os,2,3,5,5,1,2,4,0
Elac1,149,211,165,149,142,120,162,133
2610528J11Rik,118,206,184,311,36,3,54,22
Mir687,0,0,0,0,0,0,0,0
4930599N23Rik,28,17,10,10,22,18,34,17
Fth1,5074,8926,4113,5421,4999,4780,3789,2984
Ap5m1,404,416,404,369,389,308,438,246
Atp4b,0,0,0,1,0,0,0,0
Mir3077,0,0,0,0,0,0,0,0
Frat1,78,98,99,116,74,83,52,35
Dthd1,0,0,0,0,0,0,0,0
Dap3,920,1079,911,1033,1032,805,1064,705
Mospd4,0,2,0,1,0,0,2,0
Gm4951,0,1,1,0,0,0,2,16
Mdga2,0,0,7,2,1,5,34,16
Pex13,401,434,386,434,690,531,757,500
Fgl2,4,3,2,1,8,4,7,4
Pak7,4,2,9,0,5,4,47,14
Kif1a,935,1575,352,441,1333,1272,1427,884
Il1rapl2,0,0,0,0,0,0,1,0
Olfr914,0,0,0,0,0,0,0,0
Bcap29,48,85,47,75,148,91,185,152
Mecp2,523,620,570,559,674,548,1183,804
Gm19522,0,0,0,0,0,0,0,0
Ikbkg,494,628,560,686,385,267,517,269
Sema5a,266,540,260,276,410,664,1018,1106
Slc22a12,1,0,0,0,1,0,1,0
Olfr47,0,0,0,0,0,0,0,0
Cinp,342,436,351,371,563,454,504,288
Trhde,0,0,1,0,1,3,4,3
Hsp90aa1,3164,3102,1972,2119,4367,4046,4403,3292
Mir742,0,0,0,0,0,0,0,0
Ovca2,390,465,351,391,676,589,712,426
Pcgf2,793,814,729,689,1095,866,1269,947
Fhl5,0,0,0,0,0,0,0,0
Ankrd34b,2,3,1,1,14,8,4,4
Wbscr16,305,289,238,239,494,184,447,134
Txndc9,553,780,578,663,765,983,825,749
Nrarp,119,95,45,47,305,289,278,59
Asf1b,269,261,202,191,362,287,403,210
Zfp619,68,81,81,84,90,51,113,100
Egr2,14,16,9,14,45,48,16,7
Elovl1,994,1482,1235,1430,582,559,575,446
Grk1,3,0,3,0,0,1,2,0
Med15,738,922,860,972,890,786,1069,743
N6amt1,205,241,203,289,214,123,270,172
4930519F16Rik,3,0,0,1,5,6,9,6
Fyn,497,631,546,874,705,621,839,661
Gm5086,0,0,0,1,0,0,0,0
Dpep3,2,1,0,0,0,0,1,0
Defb18,0,0,0,0,0,0,0,0
Acvr1b,654,984,545,772,596,519,724,409
Bloc1s4,178,193,205,194,155,77,170,72
Ddit3,293,324,480,700,169,118,174,128
Bag3,745,1103,824,1010,743,775,751,716
Zdhhc19,0,0,0,1,0,0,0,1
BC030500,6,9,0,2,4,0,5,3
Cic,1842,2248,2123,1971,1610,1148,2687,1365
Sez6,6,4,11,1,14,13,81,31
AF529169,70,59,73,63,27,20,43,64
Armc8,524,613,557,615,696,604,694,522
Fam210b,717,1169,729,1038,280,229,412,305
Arhgef2,1402,1833,1363,1766,1717,1327,1783,1268
Tsc1,1074,1193,1228,1351,837,653,1322,664
Liph,37,45,30,38,28,15,34,28
Arl11,0,3,1,4,1,0,0,1
Cyb5d1,25,21,22,27,34,27,42,22
Rasl2-9,2,2,3,2,3,5,7,3
Olfr429,0,0,0,0,0,0,0,0
Krt26,0,0,0,0,0,0,0,0
Otol1,0,0,0,0,0,1,1,0
St6galnac5,5,25,12,12,3,14,42,50
Slc27a2,56,33,52,44,177,197,165,164
Lgals6,9,15,35,35,12,5,21,2
St3gal1,1328,1327,1721,2224,330,229,933,814
Cbx8,74,93,109,115,50,18,101,37
Cyp4f15,12,8,2,1,48,38,18,17
Ssxb1,0,0,0,0,0,0,0,0
Trim34b,0,1,0,2,0,0,0,0
Adam21,2,1,3,5,6,1,6,4
Slc15a5,0,1,1,1,0,0,0,0
4930471C04Rik,0,0,1,0,0,0,0,0
Fam101a,8,12,9,12,14,7,18,8
Htr1d,6,22,5,13,18,7,9,13
5830432E09Rik,2,3,1,7,0,2,4,3
Anxa4,1310,1302,1281,1692,198,183,236,199
Arf2,298,315,363,405,505,286,812,291
Naa50,2356,2818,1879,2075,3917,3156,3317,2511
Col15a1,4,25,43,94,4,0,63,97
Gpx2-ps1,0,2,0,0,2,4,5,2
Camsap1,724,821,757,774,1196,807,1464,825
Rlbp1,9,11,3,7,14,1,12,1
Smtn,566,586,629,548,404,272,569,287
Apbb2,521,562,538,637,443,316,566,535
Iqgap3,619,642,526,619,543,369,816,457
Gm12338,63,60,62,50,53,46,60,45
Laptm4a,2768,3200,3659,4015,3370,3039,3611,3409
Cyp20a1,356,403,417,472,371,353,409,471
Znrf3,385,399,282,323,497,465,713,321
Olfr815,0,0,0,0,0,0,0,0
Vmn1r67,0,0,0,0,0,0,0,0
Olfr381,0,0,0,0,0,0,0,0
Acap3,170,247,246,217,226,178,401,149
Insrr,16,11,11,15,5,14,7,9
Gbp6,3,0,9,7,4,4,4,4
Tor1aip2,2235,2465,2235,2813,1984,1520,2145,1419
Casp3,535,652,403,416,1326,1184,1276,896
Cfap53,2,1,0,0,3,3,1,11
Adam6a,0,0,0,0,1,0,0,0
Mamld1,203,123,228,261,69,27,308,40
Dynlt1c,63,58,47,55,85,59,89,58
Rnaset2a,10,6,11,15,6,1,4,2
Trim66,15,8,85,74,5,12,42,10
Clgn,16,15,20,19,58,7,49,15
Dynll1,1151,1480,1157,1288,1958,1542,1902,1360
Vmn1r171,0,0,0,0,0,0,0,0
Lyrm7,33,31,47,48,27,27,41,38
Olfr1290,0,0,0,0,0,0,0,0
Gm16675,2,3,1,0,2,2,7,2
Crkl,1350,1479,1271,1395,1897,1328,2059,1175
Serinc5,1585,2257,1264,1426,1261,1034,1248,502
Sh3bgrl2,482,582,393,504,554,412,539,393
Gabrr1,0,0,0,1,3,1,3,1
Kcnj11,3,8,3,13,9,0,29,2
Gpr137b,116,120,116,121,92,72,90,66
2810408M09Rik,215,225,221,271,287,174,305,123
Zfp955b,143,146,110,124,195,182,235,193
Gm6654,11,9,6,11,4,6,10,13
Lhx6,40,46,58,77,29,21,47,24
Nid1,9185,4660,19427,11739,1904,1593,2503,3107
Ear14,0,0,0,0,0,0,0,0
Mrpl36,307,367,309,323,432,225,365,135
Nutm1,6,4,5,5,9,2,8,0
Mir6481,1,1,2,1,0,0,0,0
Dlg3,341,518,411,514,558,552,885,709
Il17re,13,3,14,13,15,12,60,13
Chn2,255,180,237,183,118,67,140,69
Pde1b,262,100,327,106,290,117,178,62
Olfr127,0,0,0,0,0,0,0,0
Mcpt-ps1,1,0,0,0,1,0,0,0
G630025P09Rik,132,124,95,92,66,44,96,33
Tomm7,476,518,397,421,856,461,734,384
Vmn1r45,0,0,0,0,0,0,0,0
Olfr1209,0,0,0,0,0,0,0,0
Fam181b,55,29,44,17,125,38,191,44
Bmp10,0,0,0,9,0,0,0,2
Prss51,0,0,0,0,0,0,0,0
Opn3,62,111,69,127,67,78,55,35
Galnt9,9,8,3,1,25,29,26,14
Olfr1340,0,0,0,0,0,0,0,0
St6gal1,304,406,290,404,745,832,835,733
8030411F24Rik,0,1,0,0,0,0,0,1
Pign,429,484,477,523,393,390,543,457
Fam117b,504,652,431,568,673,529,849,604
E130218I03Rik,81,74,53,59,126,45,98,31
Pappa2,13,18,21,23,1,5,34,11
4933427E11Rik,1,7,8,12,4,3,6,3
Rad17,421,502,401,484,582,550,549,446
Plscr4,0,1,1,2,1,2,2,6
Atad3a,718,911,595,689,1118,676,1033,531
Nsmce4a,1144,1200,928,1097,1398,1385,1342,1298
3830403N18Rik,4,4,4,2,3,1,2,2
Ctbp1,1682,2299,2196,2254,2796,1965,3455,1779
Gm5544,0,0,2,1,2,0,0,0
Gal3st1,117,203,224,291,42,44,47,28
Pebp1,424,492,405,431,573,259,652,188
Ppm1d,772,874,810,851,757,680,769,496
Ap1s3,264,368,111,136,228,194,189,102
Rev1,1183,1193,1246,1165,1265,1111,1608,1169
Slco1a6,0,0,0,0,0,0,0,0
Gmnn,549,614,410,417,807,572,692,422
Dgkeos,0,3,1,0,0,3,1,0
Lrrc8c,215,244,265,236,379,428,237,267
Hdac2,1696,2167,1357,1661,2564,2679,3346,2780
Htr3a,2,0,0,2,3,0,7,2
Osgepl1,137,134,110,115,162,163,182,153
Rnf135,68,57,79,87,54,9,63,15
Camsap3,1912,2280,1656,1787,1020,582,1296,474
Snora24,9,8,9,11,22,12,21,22
Gm7030,0,0,0,0,0,0,0,1
Xlr3c,1,0,0,0,0,0,0,0
Mpst,243,170,297,209,271,133,302,105
Birc7,17,9,29,22,6,0,14,0
Fgf1,8,14,46,74,8,0,18,19
Cacna2d4,3,7,1,1,4,5,1,0
Ppm1e,29,13,23,22,72,50,160,49
Gm3428,0,0,0,0,0,0,0,0
Wnt5b,67,33,20,25,361,149,271,61
4932441J04Rik,3,1,0,0,2,1,3,2
2310034G01Rik,4,1,1,4,6,5,7,2
Timp3,2400,1784,3244,3391,984,618,1177,1067
4933406F09Rik,0,0,0,0,0,0,0,0
Gm17830,0,0,0,0,0,0,0,0
Abcc1,405,362,214,177,692,496,645,357
Snx10,678,802,570,664,825,306,724,269
Terf2ip,337,308,381,350,321,291,439,280
Cfp,42,67,52,66,86,54,128,44
Smr3a,0,0,1,0,0,1,3,4
Tbcel,689,749,788,957,539,438,771,594
Rac2,5,9,6,29,2,0,2,8
Cables1,107,150,55,74,226,148,163,108
Cd72,27,32,34,25,42,21,41,20
Zfp330,370,338,343,343,434,322,421,237
Ahcyl1,1713,1980,1824,2034,2035,1854,2432,1662
Smc1a,2244,2498,1860,1976,2750,2997,3483,2793
Blk,0,1,0,3,0,0,0,0
Cep72,152,173,199,180,209,140,284,179
Psapl1,0,0,0,0,0,0,2,3
Olfr735,0,0,0,0,0,0,0,0
Olfr1121,0,0,0,0,0,0,0,0
Scd1,1857,2325,1095,773,1980,2057,1719,1281
Rad51c,54,70,96,79,100,61,156,114
Arid3b,1361,2003,898,1155,2337,2137,1269,1004
Clip3,208,344,248,308,644,526,1235,999
5730435O14Rik,1,1,0,1,0,0,0,0
Sumf2,404,458,511,646,282,106,384,247
Tbx3,1552,2751,713,1058,908,1301,1102,536
Krtap4-1,0,0,0,0,0,0,0,0
Eef1g,1182,1393,861,1018,1770,1267,1520,916
Mir6409,0,0,0,0,0,0,1,0
Cyp4a14,0,0,0,0,0,0,0,0
Bfsp2,1,1,0,2,1,2,2,2
Arhgef12,1241,1390,1669,1622,1158,1081,2001,1399
Nop10,516,595,457,501,850,551,627,429
Rbm22,811,982,719,780,1305,1390,1391,1185
4930404I05Rik,6,10,8,10,19,13,17,7
Actr3b,42,16,33,30,66,36,95,50
Mir7228,0,0,0,0,0,0,0,0
Fzd2,464,673,487,731,997,548,1409,702
Jtb,237,281,307,293,313,202,344,173
Maff,381,485,290,439,293,226,181,103
Pcdh12,24,45,30,56,14,27,43,34
Spin2d,0,0,0,0,0,0,0,0
Ifng,0,1,0,0,0,2,0,0
Naa60,604,650,672,678,755,578,721,521
Vmn2r73,0,0,0,0,0,0,0,0
9130230L23Rik,0,4,0,3,0,0,1,0
Mir6945,1,1,1,2,5,1,3,3
Kif13a,516,630,688,744,920,665,1208,943
Hbb-bh2,0,5,1,0,0,2,0,0
Ecd,743,780,712,664,1017,837,894,658
Pigf,395,374,413,381,441,415,402,336
Prf1,0,0,0,0,0,0,0,0
Pbld1,7,19,16,33,1,1,5,1
Prop1,0,0,0,0,0,0,0,0
Chrna7,42,27,12,10,68,40,81,32
Mageb3,2,2,1,0,5,2,1,1
Amy2a4,0,0,0,0,0,0,0,0
Gm12108,0,0,0,0,2,0,4,1
Svopl,2,1,1,1,2,0,7,2
Plcxd1,430,519,311,328,336,263,312,144
Serhl,251,280,285,290,233,128,260,104
Pcsk1n,17,50,10,10,60,17,67,14
Egr4,2,8,1,0,2,4,1,0
Cxcr5,1,8,1,4,5,3,6,3
Mir1945,1,1,0,0,1,0,1,1
Tmem168,528,668,605,701,514,260,579,319
Oacyl,1,1,1,0,3,2,2,2
Guca2b,0,0,3,15,0,0,0,0
Scml4,1,7,5,8,6,3,13,4
BC030867,281,269,150,152,478,334,589,285
Skp1a,2154,2591,1565,1879,4254,2558,3916,2240
Gm20337,7,12,1,3,6,8,3,7
Vrk1,808,899,559,623,1037,968,1194,699
Ahi1,114,112,115,118,216,196,334,222
Fancb,152,194,151,141,256,207,211,216
Gpaa1,535,629,619,631,663,322,725,283
Gpx8,101,125,144,202,176,137,288,291
Olfr559,0,0,0,0,0,0,0,0
Dscc1,99,115,72,83,158,132,163,132
Srp9,376,445,449,432,470,420,469,318
Gsr,955,1153,896,1119,1314,818,1329,802
Gtf3a,434,481,381,426,712,614,637,404
Thy1,19,11,14,8,47,64,40,35
Zfp239,151,144,121,129,251,157,234,111
Hmgxb3,1228,1223,1343,1181,1202,778,1232,561
Ear7,0,0,0,0,0,0,0,0
Rngtt,398,477,315,376,598,598,651,460
Tfpi2,6,4,9,15,3,2,2,1
Pou4f1,12,4,15,5,24,12,56,16
Enam,0,0,0,0,0,0,0,0
Clec14a,4,14,14,43,1,8,8,16
Creb3l2,714,785,1416,1448,383,136,733,379
Mir7025,12,11,19,13,1,2,11,3
Olfr437,0,0,0,0,0,0,0,0
Tbx15,20,20,37,33,24,79,56,92
Slc17a5,409,343,631,558,112,62,179,62
Ano7,2,0,4,1,1,0,2,1
Vegfb,718,957,797,869,481,484,452,438
Exoc7,517,536,609,600,667,501,839,521
Cnppd1,916,1135,1236,1394,535,291,575,296
4930564B18Rik,0,0,0,0,0,0,0,0
Olfr531,0,0,0,0,0,0,0,0
Tmod2,178,200,79,44,385,357,508,265
Zfp111,228,244,171,223,273,328,312,256
Chmp4b,1591,1819,1740,1848,1601,1260,1727,1165
Slc7a15,0,0,0,0,0,0,1,0
Oprd1,6,7,8,7,25,43,22,16
Rnf44,2638,3102,2375,2575,4411,2554,3965,1810
Fam160b1,793,928,968,1013,786,668,1045,838
Ppp6r2,147,145,263,200,165,182,316,213
Kcp,55,139,58,103,77,43,248,94
Khdc1c,0,0,0,0,0,0,0,0
2010016I18Rik,0,2,1,3,5,0,1,0
Tcte1,2,6,1,2,21,28,33,22
Mterf3,284,364,284,346,410,399,490,365
Cdc14a,181,225,166,161,269,241,352,236
Rnf148,0,0,0,0,0,0,0,0
4933433H22Rik,0,0,0,0,0,0,0,0
1600012H06Rik,560,722,697,755,478,279,491,367
Gtf2i,3199,4139,2880,3685,4792,4322,5654,4438
Mir3618,8,14,4,4,12,1,6,4
Bhlhe40,1508,1566,1292,1299,752,609,926,619
3830432H09Rik,14,23,24,28,18,3,20,5
Aktip,311,360,400,463,397,322,575,416
Mmp19,56,87,83,94,104,113,112,112
Hoxb2,43,109,12,58,179,247,162,118
Nfam1,14,37,21,41,39,23,54,93
2810013P06Rik,128,171,131,145,130,71,150,99
Nipsnap3b,527,611,590,651,426,262,422,237
Chpf2,761,726,990,844,342,138,478,166
Tmed7,2144,2344,2618,2678,1971,1733,2049,1704
Lnx2,446,539,535,712,351,195,434,247
Tnfsf9,24,48,26,54,91,150,72,116
Atg13,554,561,592,592,605,505,781,456
Ccdc185,0,0,0,0,0,0,0,0
Slc35d2,25,24,31,30,22,3,10,4
Olfr791,0,0,0,0,0,0,0,0
Lrrc46,13,9,10,12,12,8,8,8
1700003E16Rik,5,10,1,7,6,4,11,0
E030003E18Rik,0,0,0,0,0,1,0,0
LOC100861615,0,0,2,0,1,1,2,3
1700067P10Rik,0,0,0,0,0,0,1,0
Myl3,259,188,570,516,16,32,49,15
Gm16833,0,0,0,0,0,0,1,1
Nmrk1,50,60,61,61,56,41,54,39
Synm,54,47,45,67,139,115,133,89
Pex12,230,275,242,207,269,220,278,164
Pip,0,0,0,0,0,0,0,0
Rad9b,26,35,29,29,38,36,65,67
Mir6918,2,5,2,2,8,1,4,1
1810046K07Rik,2,1,0,1,0,0,0,0
Acnat2,2,2,3,1,0,1,0,0
Misp,148,113,286,245,41,5,66,1
Kirrel3,18,7,16,16,57,22,90,113
Scyl3,414,463,416,399,489,353,544,336
Scaf4,972,1083,964,920,1346,1270,1542,1216
Rad52,168,180,164,153,317,211,309,206
Gm16548,0,2,3,0,0,1,1,0
Gm8677,0,0,0,0,0,0,0,0
Tdrkh,38,40,32,39,55,40,73,38
Pdia2,3,1,2,0,1,0,1,0
Speer2,0,0,0,0,0,0,0,0
Prkrir,859,1021,893,899,1468,1149,1676,1054
Lins,218,218,232,232,298,326,370,275
Khdc1b,1,0,1,0,1,0,1,0
Pycrl,308,328,279,385,563,285,583,235
Zfa-ps,6,21,13,12,10,16,11,9
Riok3,1127,1335,1169,1391,1096,813,1202,781
Olfr1317,0,0,0,1,0,0,0,0
Sft2d2,1086,1440,1136,1561,722,676,812,570
Abcc12,1,5,3,4,0,0,3,3
Yap1,2654,3287,2501,2698,3790,2809,3898,2296
Bfsp1,7,9,12,5,5,4,10,8
Utp23,188,237,182,181,254,152,226,94
Gpr37l1,0,0,0,1,0,0,0,0
Plekhh2,425,344,525,513,274,119,274,135
Fndc3b,2171,2448,3643,3702,1001,803,1442,1233
Pp2d1,0,1,0,4,2,0,0,1
Rhox4e,1,0,0,0,0,0,1,0
Spata4,0,0,0,0,0,0,0,1
Tomm6os,300,350,324,323,377,256,357,199
Fam163a,51,63,49,44,28,32,43,29
Iqcg,171,217,206,191,245,188,293,228
Pde2a,32,79,45,111,129,103,205,97
Zfp148,854,965,1086,1126,815,934,1390,1275
Pip5k1a,964,1224,1228,1313,865,852,1065,929
Clca1,0,0,7,1,1,1,7,6
Tmed9,2136,1989,3071,2957,2002,1000,1998,853
Ell3,80,103,87,141,72,52,117,65
Btf3,972,1020,674,780,1597,1147,1307,794
Mir1949,4,6,3,4,9,4,3,3
Ckap4,4543,4176,7541,7341,2203,1187,2616,1701
Fam46a,325,510,644,1097,204,127,357,336
Hes3,11,0,2,0,32,33,12,2
Lsm14a,1704,2122,1591,1842,2585,2039,2682,1801
4930474M22Rik,1,0,0,0,1,0,2,4
Hipk3,784,1194,1097,1348,948,915,1303,1397
Rcn3,1539,1462,3728,3901,692,555,1373,1560
Kiss1r,15,30,26,24,5,1,14,7
Nlrc5,0,2,5,1,5,8,4,8
Prss38,1,1,1,1,0,1,3,0
2810471M01Rik,0,0,0,0,0,0,0,0
D630024D03Rik,0,0,0,0,0,0,1,0
Lamc1,45869,22402,69764,43780,9317,4124,8802,4756
Ear4,0,0,0,0,0,0,0,0
Sh3glb2,373,432,429,425,401,259,571,241
Fam172a,223,268,245,259,197,196,317,274
Gm15713,0,0,0,0,0,0,0,0
Rbp3,0,1,9,9,0,1,6,6
Ebf4,107,188,309,325,42,79,260,171
Arcn1,3628,4156,4129,4275,3081,2960,3318,3154
Deb1,76,84,92,108,100,73,77,68
Kcng4,0,0,0,2,1,0,0,0
Gpr161,44,76,38,54,109,87,218,93
Paqr3,31,41,47,58,60,69,65,55
Gprc6a,10,40,14,20,2,9,15,7
4930447K03Rik,0,3,0,0,1,0,0,0
Zcchc8,767,847,754,784,1100,772,1239,731
Megf6,150,92,139,146,432,184,709,249
Cdkn2aipnl,521,557,389,490,846,652,890,594
Hspe1,783,743,578,537,1304,924,970,612
Ttc37,465,499,514,515,536,459,730,485
Npas3,137,86,201,99,53,23,112,18
Hps6,83,125,112,93,94,45,72,33
Htr6,0,0,0,0,1,3,0,1
Crlf1,37,37,17,27,97,149,59,48
Dcaf4,308,370,282,305,553,334,570,296
Tlcd2,10,32,19,14,14,7,11,11
Rab4a,783,886,1111,1146,411,309,494,326
Olfr1537,0,0,0,0,0,0,0,0
Otop2,1,0,1,1,1,0,0,1
Reep2,42,38,41,27,139,75,106,38
Gm13710,1,3,3,0,5,0,2,4
Rnf215,179,233,278,330,186,93,255,118
